Wvlgth nm,Global tilt W*m-2*nm-1
838.005,353.08
838.319,308.4
838.633,328.26
838.946,286.06
839.26,236.42
839.574,355.56
839.887,338.19
840.201,382.86
840.514,390.31
840.828,405.2
841.141,325.78
841.455,328.26
841.768,320.81
842.081,328.26
842.394,335.7
842.707,295.99
843.02,427.54
843.333,348.12
843.646,353.08
843.959,400.24
844.272,350.6
844.585,358.04
844.898,288.54
845.21,350.6
845.523,387.83
845.835,382.86
846.148,328.26
846.46,367.97
846.773,298.47
847.085,313.37
847.397,271.17
847.71,467.26
848.022,323.29
848.334,353.08
848.646,360.53
848.958,298.47
849.27,278.62
849.582,380.38
849.894,395.28
850.205,308.4
850.517,303.44
850.829,343.15
851.141,353.08
851.452,380.38
851.764,412.65
852.075,325.78
852.386,385.35
852.698,380.38
853.009,422.58
853.32,365.49
853.632,310.88
853.943,380.38
854.254,303.44
854.565,335.7
854.876,315.85
855.187,367.97
855.497,353.08
855.808,271.17
856.119,350.6
856.43,365.49
856.74,308.4
857.051,315.85
857.361,328.26
857.672,343.15
857.982,320.81
858.293,308.4
858.603,355.56
858.913,353.08
859.223,370.45
859.533,328.26
859.844,323.29
860.154,375.42
860.464,375.42
860.773,348.12
861.083,343.15
861.393,340.67
861.703,310.88
862.013,340.67
862.322,363.01
862.632,300.96
862.941,422.58
863.251,382.86
863.56,432.51
863.869,420.1
864.179,397.76
864.488,420.1
864.797,310.88
865.106,385.35
865.415,353.08
865.724,367.97
866.033,303.44
866.342,338.19
866.651,315.85
866.96,330.74
867.269,278.62
867.577,390.31
867.886,293.51
868.195,380.38
868.503,313.37
868.812,278.62
869.12,358.04
869.428,355.56
869.737,358.04
870.045,375.42
870.353,407.69
870.661,248.83
870.969,360.53
871.277,387.83
871.585,325.78
871.893,397.76
872.201,288.54
872.509,293.51
872.817,432.51
873.124,380.38
873.432,367.97
873.739,348.12
874.047,295.99
874.354,410.17
874.662,407.69
874.969,372.94
875.276,387.83
875.584,350.6
875.891,363.01
876.198,353.08
876.505,425.06
876.812,288.54
877.119,318.33
877.426,355.56
877.733,370.45
878.04,345.63
878.346,328.26
878.653,253.8
878.96,325.78
879.266,343.15
879.573,400.24
879.879,422.58
880.185,370.45
880.492,360.53
880.798,330.74
881.104,333.22
881.411,355.56
881.717,363.01
882.023,353.08
882.329,313.37
882.635,375.42
882.941,430.02
883.246,350.6
883.552,330.74
883.858,360.53
884.164,305.92
884.469,323.29
884.775,397.76
885.08,348.12
885.386,338.19
885.691,415.13
885.996,330.74
886.302,358.04
886.607,293.51
886.912,338.19
887.217,305.92
887.522,367.97
887.827,338.19
888.132,300.96
888.437,387.83
888.742,365.49
889.046,343.15
889.351,372.94
889.656,318.33
889.96,338.19
890.265,370.45
890.569,345.63
890.874,340.67
891.178,397.76
891.483,293.51
891.787,318.33
892.091,340.67
892.395,318.33
892.699,353.08
893.003,365.49
893.307,363.01
893.611,372.94
893.915,298.47
894.219,350.6
894.523,385.35
894.826,320.81
895.13,405.2
895.433,348.12
895.737,358.04
896.04,350.6
896.344,407.69
896.647,370.45
896.95,447.4
897.254,318.33
897.557,283.58
897.86,422.58
898.163,343.15
898.466,343.15
898.769,382.86
899.072,291.03
899.375,400.24
899.677,291.03
899.98,330.74
900.283,355.56
900.585,288.54
900.888,348.12
901.191,372.94
901.493,273.65
901.795,370.45
902.098,367.97
902.4,392.79
902.702,390.31
903.004,345.63
903.306,363.01
903.608,363.01
903.91,355.56
904.212,397.76
904.514,380.38
904.816,340.67
905.118,246.35
905.42,335.7
905.721,228.97
906.023,407.69
906.324,268.69
906.626,315.85
906.927,350.6
907.228,363.01
907.53,343.15
907.831,363.01
908.132,370.45
908.433,402.72
908.734,320.81
909.035,395.28
909.336,315.85
909.637,298.47
909.938,355.56
910.239,328.26
910.54,355.56
910.84,360.53
911.141,397.76
911.441,330.74
911.742,367.97
912.042,410.17
912.343,363.01
912.643,338.19
912.943,437.47
913.244,377.9
913.544,363.01
913.844,390.31
914.144,313.37
914.444,407.69
914.744,397.76
915.044,385.35
915.343,298.47
915.643,330.74
915.943,392.79
916.243,323.29
916.542,385.35
916.842,358.04
917.141,328.26
917.441,310.88
917.74,345.63
918.039,380.38
918.338,363.01
918.638,353.08
